2015,06,08,石川歩惟，入江凜，長谷阪裕太が <a href="https://nas2015.im.uec.ac.jp"> 第４４回数値解析シンポジウム(NAS2015) </a>で研究発表をしました。
2015,05,19,大市知未が <a href="http://hpcs.hpcc.jp/"> 2015年ハイパフォーマンスコンピューティングと計算科学シンポジウム(HPCS2015) </a>で研究発表をしました。
2015,05,17,今村成吾が国際会議 <a href="http://www.parcfd.org/"> Parallel CFD 2015 </a>で研究発表をしました。
2015,03,25,石川歩惟が神戸大学工学振興会理事長賞を受賞しました。
